inflected form,base form,number,gender,group,case,concat form
вуграм,вугор,2,m,anim,D,вугор2D
вугри,вугор,2,m,anim,A,вугор2A
вугрів,вугор,2,m,anim,A,вугор2A
вуграми,вугор,2,m,anim,I,вугор2I
вуграх,вугор,2,m,anim,L,вугор2L
вугри,вугор,2,m,anim,V,вугор2V
вугор,вугор,1,m,inanim,N,вугор1N
вугра,вугор,1,m,inanim,G,вугор1G
вугрові,вугор,1,m,inanim,D,вугор1D
вугру,вугор,1,m,inanim,D,вугор1D
вугор,вугор,1,m,inanim,A,вугор1A
вугром,вугор,1,m,inanim,I,вугор1I
вугрі,вугор,1,m,inanim,L,вугор1L
вугрові,вугор,1,m,inanim,L,вугор1L
вугру,вугор,1,m,inanim,L,вугор1L
вугре,вугор,1,m,inanim,V,вугор1V
вугри,вугор,2,m,inanim,N,вугор2N
вугрів,вугор,2,m,inanim,G,вугор2G
вуграм,вугор,2,m,inanim,D,вугор2D
вугри,вугор,2,m,inanim,A,вугор2A
вуграми,вугор,2,m,inanim,I,вугор2I
вуграх,вугор,2,m,inanim,L,вугор2L
вугри,вугор,2,m,inanim,V,вугор2V
кабаняка,кабаняка,1,m,anim,N,кабаняка1N
кабаняки,кабаняка,1,m,anim,G,кабаняка1G
кабаняці,кабаняка,1,m,anim,D,кабаняка1D
кабаняку,кабаняка,1,m,anim,A,кабаняка1A
кабанякою,кабаняка,1,m,anim,I,кабаняка1I
кабаняці,кабаняка,1,m,anim,L,кабаняка1L
кабаняко,кабаняка,1,m,anim,V,кабаняка1V
кабаняка,кабаняка,1,f,anim,N,кабаняка1N
кабаняки,кабаняка,1,f,anim,G,кабаняка1G
кабаняці,кабаняка,1,f,anim,D,кабаняка1D
кабаняку,кабаняка,1,f,anim,A,кабаняка1A
кабанякою,кабаняка,1,f,anim,I,кабаняка1I
кабаняці,кабаняка,1,f,anim,L,кабаняка1L
кабаняко,кабаняка,1,f,anim,V,кабаняка1V
кабаняки,кабаняка,2,f,anim,N,кабаняка2N
кабаняк,кабаняка,2,f,anim,G,кабаняка2G
кабанякам,кабаняка,2,f,anim,D,кабаняка2D
кабаняк,кабаняка,2,f,anim,A,кабаняка2A
кабаняки,кабаняка,2,f,anim,A,кабаняка2A
кабаняками,кабаняка,2,f,anim,I,кабаняка2I
кабаняках,кабаняка,2,f,anim,L,кабаняка2L
кабаняки,кабаняка,2,f,anim,V,кабаняка2V
лавник,лавник,1,m,anim,N,лавник1N
лавника,лавник,1,m,anim,G,лавник1G
лавникові,лавник,1,m,anim,D,лавник1D
лавнику,лавник,1,m,anim,D,лавник1D
лавника,лавник,1,m,anim,A,лавник1A
лавником,лавник,1,m,anim,I,лавник1I
лавникові,лавник,1,m,anim,L,лавник1L
лавнику,лавник,1,m,anim,L,лавник1L
лавнику,лавник,1,m,anim,V,лавник1V
лавники,лавник,2,m,anim,N,лавник2N
лавників,лавник,2,m,anim,G,лавник2G
лавникам,лавник,2,m,anim,D,лавник2D
лавників,лавник,2,m,anim,A,лавник2A
лавники,лавник,2,m,anim,A,лавник2A
лавниками,лавник,2,m,anim,I,лавник2I
лавниках,лавник,2,m,anim,L,лавник2L
лавники,лавник,2,m,anim,V,лавник2V
аерація,аерація,1,f,inanim,N,аерація1N
аерації,аерація,1,f,inanim,G,аерація1G
аерації,аерація,1,f,inanim,D,аерація1D
аерацію,аерація,1,f,inanim,A,аерація1A
аерацією,аерація,1,f,inanim,I,аерація1I
аерації,аерація,1,f,inanim,L,аерація1L
аераціє,аерація,1,f,inanim,V,аерація1V
аерації,аерація,2,f,inanim,N,аерація2N
аерацій,аерація,2,f,inanim,G,аерація2G
аераціям,аерація,2,f,inanim,D,аерація2D
аерації,аерація,2,f,inanim,A,аерація2A
аераціями,аерація,2,f,inanim,I,аерація2I
аераціях,аерація,2,f,inanim,L,аерація2L
аерації,аерація,2,f,inanim,V,аерація2V
пікнозонд,пікнозонд,1,m,inanim,N,пікнозонд1N
пікнозонда,пікнозонд,1,m,inanim,G,пікнозонд1G
пікнозондові,пікнозонд,1,m,inanim,D,пікнозонд1D
пікнозонду,пікнозонд,1,m,inanim,D,пікнозонд1D
пікнозонд,пікнозонд,1,m,inanim,A,пікнозонд1A
пікнозондом,пікнозонд,1,m,inanim,I,пікнозонд1I
пікнозонді,пікнозонд,1,m,inanim,L,пікнозонд1L
пікнозондові,пікнозонд,1,m,inanim,L,пікнозонд1L
пікнозонду,пікнозонд,1,m,inanim,L,пікнозонд1L
пікнозонде,пікнозонд,1,m,inanim,V,пікнозонд1V
пікнозонди,пікнозонд,2,m,inanim,N,пікнозонд2N
пікнозондів,пікнозонд,2,m,inanim,G,пікнозонд2G
пікнозондам,пікнозонд,2,m,inanim,D,пікнозонд2D
пікнозонди,пікнозонд,2,m,inanim,A,пікнозонд2A
пікнозондами,пікнозонд,2,m,inanim,I,пікнозонд2I
пікнозондах,пікнозонд,2,m,inanim,L,пікнозонд2L
пікнозонди,пікнозонд,2,m,inanim,V,пікнозонд2V
самокись,самокись,1,f,inanim,N,самокись1N
самокисі,самокись,1,f,inanim,G,самокись1G
самокисі,самокись,1,f,inanim,D,самокись1D
самокись,самокись,1,f,inanim,A,самокись1A
самокиссю,самокись,1,f,inanim,I,самокись1I
самокисі,самокись,1,f,inanim,L,самокись1L
самокисе,самокись,1,f,inanim,V,самокись1V
посмак,посмак,1,m,inanim,N,посмак1N
посмаку,посмак,1,m,inanim,G,посмак1G
посмакові,посмак,1,m,inanim,D,посмак1D
посмаку,посмак,1,m,inanim,D,посмак1D
посмак,посмак,1,m,inanim,A,посмак1A
посмаком,посмак,1,m,inanim,I,посмак1I
посмакові,посмак,1,m,inanim,L,посмак1L
посмаку,посмак,1,m,inanim,L,посмак1L
посмаку,посмак,1,m,inanim,V,посмак1V
ношення,ношення,1,n,inanim,N,ношення1N
ношення,ношення,1,n,inanim,G,ношення1G
ношенню,ношення,1,n,inanim,D,ношення1D
ношення,ношення,1,n,inanim,A,ношення1A
ношенням,ношення,1,n,inanim,I,ношення1I
ношенні,ношення,1,n,inanim,L,ношення1L
ношенню,ношення,1,n,inanim,L,ношення1L
ношення,ношення,1,n,inanim,V,ношення1V
каршеринг,каршеринг,1,m,inanim,N,каршеринг1N
каршерингу,каршеринг,1,m,inanim,G,каршеринг1G
каршерингові,каршеринг,1,m,inanim,D,каршеринг1D
каршерингу,каршеринг,1,m,inanim,D,каршеринг1D
каршеринг,каршеринг,1,m,inanim,A,каршеринг1A
каршерингом,каршеринг,1,m,inanim,I,каршеринг1I
каршерингові,каршеринг,1,m,inanim,L,каршеринг1L
каршерингу,каршеринг,1,m,inanim,L,каршеринг1L
каршерингу,каршеринг,1,m,inanim,V,каршеринг1V
піїт,піїт,1,m,anim,N,піїт1N
піїта,піїт,1,m,anim,G,піїт1G
піїтові,піїт,1,m,anim,D,піїт1D
піїту,піїт,1,m,anim,D,піїт1D
піїта,піїт,1,m,anim,A,піїт1A
піїтом,піїт,1,m,anim,I,піїт1I
піїті,піїт,1,m,anim,L,піїт1L
піїтові,піїт,1,m,anim,L,піїт1L
піїту,піїт,1,m,anim,L,піїт1L
піїте,піїт,1,m,anim,V,піїт1V
піїти,піїт,2,m,anim,N,піїт2N
піїтів,піїт,2,m,anim,G,піїт2G
піїтам,піїт,2,m,anim,D,піїт2D
піїтів,піїт,2,m,anim,A,піїт2A
піїти,піїт,2,m,anim,A,піїт2A
