inflected form,base form,number,gender,group,case,concat form
мазів,маз,2,m,inanim,G,маз2G
мазам,маз,2,m,inanim,D,маз2D
мази,маз,2,m,inanim,A,маз2A
мазами,маз,2,m,inanim,I,маз2I
мазах,маз,2,m,inanim,L,маз2L
мази,маз,2,m,inanim,V,маз2V
маз,маз,1,m,inanim,N,маз1N
мазу,маз,1,m,inanim,G,маз1G
мазові,маз,1,m,inanim,D,маз1D
мазу,маз,1,m,inanim,D,маз1D
маз,маз,1,m,inanim,A,маз1A
мазом,маз,1,m,inanim,I,маз1I
мазі,маз,1,m,inanim,L,маз1L
мазові,маз,1,m,inanim,L,маз1L
мазу,маз,1,m,inanim,L,маз1L
мазе,маз,1,m,inanim,V,маз1V
мази,маз,2,m,inanim,N,маз2N
мазів,маз,2,m,inanim,G,маз2G
мазам,маз,2,m,inanim,D,маз2D
мази,маз,2,m,inanim,A,маз2A
мазами,маз,2,m,inanim,I,маз2I
мазах,маз,2,m,inanim,L,маз2L
мази,маз,2,m,inanim,V,маз2V
танкістка,танкістка,1,f,anim,N,танкістка1N
танкістки,танкістка,1,f,anim,G,танкістка1G
танкістці,танкістка,1,f,anim,D,танкістка1D
танкістку,танкістка,1,f,anim,A,танкістка1A
танкісткою,танкістка,1,f,anim,I,танкістка1I
танкістці,танкістка,1,f,anim,L,танкістка1L
танкістко,танкістка,1,f,anim,V,танкістка1V
танкістки,танкістка,2,f,anim,N,танкістка2N
танкісток,танкістка,2,f,anim,G,танкістка2G
танкісткам,танкістка,2,f,anim,D,танкістка2D
танкісток,танкістка,2,f,anim,A,танкістка2A
танкістки,танкістка,2,f,anim,A,танкістка2A
танкістками,танкістка,2,f,anim,I,танкістка2I
танкістках,танкістка,2,f,anim,L,танкістка2L
танкістки,танкістка,2,f,anim,V,танкістка2V
навивальник,навивальник,1,m,anim,N,навивальник1N
навивальника,навивальник,1,m,anim,G,навивальник1G
навивальникові,навивальник,1,m,anim,D,навивальник1D
навивальнику,навивальник,1,m,anim,D,навивальник1D
навивальника,навивальник,1,m,anim,A,навивальник1A
навивальником,навивальник,1,m,anim,I,навивальник1I
навивальникові,навивальник,1,m,anim,L,навивальник1L
навивальнику,навивальник,1,m,anim,L,навивальник1L
навивальнику,навивальник,1,m,anim,V,навивальник1V
навивальники,навивальник,2,m,anim,N,навивальник2N
навивальників,навивальник,2,m,anim,G,навивальник2G
навивальникам,навивальник,2,m,anim,D,навивальник2D
навивальників,навивальник,2,m,anim,A,навивальник2A
навивальники,навивальник,2,m,anim,A,навивальник2A
навивальниками,навивальник,2,m,anim,I,навивальник2I
навивальниках,навивальник,2,m,anim,L,навивальник2L
навивальники,навивальник,2,m,anim,V,навивальник2V
раювання,раювання,1,n,inanim,N,раювання1N
раювання,раювання,1,n,inanim,G,раювання1G
раюванню,раювання,1,n,inanim,D,раювання1D
раювання,раювання,1,n,inanim,A,раювання1A
раюванням,раювання,1,n,inanim,I,раювання1I
раюванні,раювання,1,n,inanim,L,раювання1L
раюванню,раювання,1,n,inanim,L,раювання1L
раювання,раювання,1,n,inanim,V,раювання1V
електробаластер,електробаластер,1,m,inanim,N,електробаластер1N
електробаластера,електробаластер,1,m,inanim,G,електробаластер1G
електробаластерові,електробаластер,1,m,inanim,D,електробаластер1D
електробаластеру,електробаластер,1,m,inanim,D,електробаластер1D
електробаластер,електробаластер,1,m,inanim,A,електробаластер1A
електробаластером,електробаластер,1,m,inanim,I,електробаластер1I
електробаластері,електробаластер,1,m,inanim,L,електробаластер1L
електробаластерові,електробаластер,1,m,inanim,L,електробаластер1L
електробаластеру,електробаластер,1,m,inanim,L,електробаластер1L
електробаластере,електробаластер,1,m,inanim,V,електробаластер1V
електробаластери,електробаластер,2,m,inanim,N,електробаластер2N
електробаластерів,електробаластер,2,m,inanim,G,електробаластер2G
електробаластерам,електробаластер,2,m,inanim,D,електробаластер2D
електробаластери,електробаластер,2,m,inanim,A,електробаластер2A
електробаластерами,електробаластер,2,m,inanim,I,електробаластер2I
електробаластерах,електробаластер,2,m,inanim,L,електробаластер2L
електробаластери,електробаластер,2,m,inanim,V,електробаластер2V
романеска,романеска,1,f,inanim,N,романеска1N
романески,романеска,1,f,inanim,G,романеска1G
романесці,романеска,1,f,inanim,D,романеска1D
романеску,романеска,1,f,inanim,A,романеска1A
романескою,романеска,1,f,inanim,I,романеска1I
романесці,романеска,1,f,inanim,L,романеска1L
